MUNICÍPIO DO FATO;REGIAO GEOGRÁFICA;NATUREZA;DATA DO FATO;ANO;SEXO;IDADE SENASP;TOTAL DE ENVOLVIDOS
LAGOA GRANDE;SERTÃO;ESTUPRO DE VULNERÁVEL;30/09/2019;2019;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;30/09/2019;2019;FEMININO;5) 30-34;1
PESQUEIRA;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;30/09/2019;2019;FEMININO;(vazio);1
RECIFE;RECIFE;ESTUPRO;30/09/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;30/09/2019;2019;FEMININO;1) 00-11;1
SANTA FILOMENA;SERTÃO;ESTUPRO DE VULNERÁVEL;30/09/2019;2019;FEMININO;2) 12-17;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;30/09/2019;2019;FEMININO;1) 00-11;1
SERTANIA;SERTÃO;ESTUPRO DE VULNERÁVEL;30/09/2019;2019;FEMININO;2) 12-17;1
SURUBIM;AGRESTE;ESTUPRO;30/09/2019;2019;FEMININO;6) 35-64;1
VERTENTES;AGRESTE;ESTUPRO DE VULNERÁVEL;30/09/2019;2019;MASCULINO;1) 00-11;1
VICENCIA;ZONA DA MATA;ESTUPRO;30/09/2019;2019;MASCULINO;3) 18-24;1
BEZERROS;AGRESTE;ESTUPRO DE VULNERÁVEL;01/10/2019;2019;MASCULINO;1) 00-11;1
BONITO;AGRESTE;ESTUPRO DE VULNERÁVEL;01/10/2019;2019;MASCULINO;1) 00-11;1
BREJAO;AGRESTE;ESTUPRO;01/10/2019;2019;FEMININO;5) 30-34;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/10/2019;2019;FEMININO;1) 00-11;2
CARUARU;AGRESTE;ESTUPRO;01/10/2019;2019;MASCULINO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;01/10/2019;2019;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;01/10/2019;2019;MASCULINO;2) 12-17;1
GOIANA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;01/10/2019;2019;FEMININO;1) 00-11;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/10/2019;2019;FEMININO;2) 12-17;1
ITAPISSUMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/10/2019;2019;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;01/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;01/10/2019;2019;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;01/10/2019;2019;MASCULINO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;02/10/2019;2019;FEMININO;2) 12-17;2
SERRA TALHADA;SERTÃO;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;02/10/2019;2019;FEMININO;4) 25-29;1
XEXEU;ZONA DA MATA;ESTUPRO;02/10/2019;2019;FEMININO;2) 12-17;2
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;03/10/2019;2019;FEMININO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;03/10/2019;2019;FEMININO;2) 12-17;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;03/10/2019;2019;FEMININO;1) 00-11;1
OURICURI;SERTÃO;ESTUPRO DE VULNERÁVEL;03/10/2019;2019;MASCULINO;2) 12-17;2
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;03/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;03/10/2019;2019;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;03/10/2019;2019;FEMININO;3) 18-24;1
SANTA CRUZ DO CAPIBARIBE;AGRESTE;ESTUPRO;03/10/2019;2019;FEMININO;4) 25-29;1
SANTA MARIA DA BOA VISTA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;03/10/2019;2019;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL;04/10/2019;2019;MASCULINO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;04/10/2019;2019;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;04/10/2019;2019;FEMININO;2) 12-17;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;04/10/2019;2019;FEMININO;2) 12-17;1
CACHOEIRINHA;AGRESTE;ESTUPRO;05/10/2019;2019;FEMININO;2) 12-17;1
ITAPISSUMA;REGIÃO METROPOLITANA;ESTUPRO;05/10/2019;2019;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;05/10/2019;2019;FEMININO;2) 12-17;1
SAO BENTO DO UNA;AGRESTE;ESTUPRO DE VULNERÁVEL;05/10/2019;2019;FEMININO;2) 12-17;1
SERTANIA;SERTÃO;ESTUPRO DE VULNERÁVEL;05/10/2019;2019;FEMININO;1) 00-11;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;05/10/2019;2019;MASCULINO;1) 00-11;1
BEZERROS;AGRESTE;ESTUPRO;06/10/2019;2019;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;06/10/2019;2019;FEMININO;1) 00-11;2
CANHOTINHO;AGRESTE;ESTUPRO DE VULNERÁVEL;06/10/2019;2019;MASCULINO;(vazio);1
RECIFE;RECIFE;ESTUPRO;06/10/2019;2019;FEMININO;5) 30-34;1
TORITAMA;AGRESTE;ESTUPRO;06/10/2019;2019;FEMININO;2) 12-17;1
CUMARU;AGRESTE;ESTUPRO;07/10/2019;2019;FEMININO;6) 35-64;1
ITAMBE;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;07/10/2019;2019;FEMININO;2) 12-17;1
MORENO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;07/10/2019;2019;MASCULINO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;07/10/2019;2019;FEMININO;2) 12-17;1
OURICURI;SERTÃO;ESTUPRO DE VULNERÁVEL;07/10/2019;2019;FEMININO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;07/10/2019;2019;FEMININO;1) 00-11;2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;07/10/2019;2019;FEMININO;1) 00-11;1
SAO BENTO DO UNA;AGRESTE;ESTUPRO DE VULNERÁVEL;07/10/2019;2019;FEMININO;3) 18-24;1
GRANITO;SERTÃO;ESTUPRO DE VULNERÁVEL;08/10/2019;2019;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;08/10/2019;2019;FEMININO;(vazio);1
PETROLINA;SERTÃO;ESTUPRO;08/10/2019;2019;FEMININO;3) 18-24;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;08/10/2019;2019;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;08/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;08/10/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;08/10/2019;2019;FEMININO;1) 00-11;1
CARPINA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;09/10/2019;2019;FEMININO;2) 12-17;1
ITAIBA;AGRESTE;ESTUPRO DE VULNERÁVEL;09/10/2019;2019;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO;09/10/2019;2019;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;09/10/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;09/10/2019;2019;MASCULINO;1) 00-11;1
SANTA CRUZ DO CAPIBARIBE;AGRESTE;ESTUPRO;09/10/2019;2019;FEMININO;5) 30-34;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;10/10/2019;2019;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;10/10/2019;2019;MASCULINO;1) 00-11;1
CARPINA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;10/10/2019;2019;FEMININO;2) 12-17;1
IBIRAJUBA;AGRESTE;ESTUPRO DE VULNERÁVEL;10/10/2019;2019;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;10/10/2019;2019;MASCULINO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;10/10/2019;2019;FEMININO;1) 00-11;2
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;10/10/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;10/10/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;10/10/2019;2019;MASCULINO;1) 00-11;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;10/10/2019;2019;FEMININO;1) 00-11;2
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;10/10/2019;2019;FEMININO;6) 35-64;1
ARACOIABA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;11/10/2019;2019;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;11/10/2019;2019;MASCULINO;1) 00-11;1
IPUBI;SERTÃO;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;11/10/2019;2019;FEMININO;4) 25-29;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;11/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;11/10/2019;2019;MASCULINO;4) 25-29;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;11/10/2019;2019;FEMININO;1) 00-11;3
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;11/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;11/10/2019;2019;FEMININO;1) 00-11;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;12/10/2019;2019;FEMININO;1) 00-11;1
ALIANCA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;12/10/2019;2019;FEMININO;1) 00-11;1
ESCADA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;12/10/2019;2019;FEMININO;1) 00-11;1
JATOBA;SERTÃO;ESTUPRO DE VULNERÁVEL;12/10/2019;2019;FEMININO;1) 00-11;1
LIMOEIRO;AGRESTE;ESTUPRO DE VULNERÁVEL;12/10/2019;2019;MASCULINO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;12/10/2019;2019;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;12/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;12/10/2019;2019;FEMININO;4) 25-29;2
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;12/10/2019;2019;FEMININO;1) 00-11;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO;13/10/2019;2019;FEMININO;4) 25-29;1
FLORESTA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/10/2019;2019;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;13/10/2019;2019;FEMININO;1) 00-11;1
OURICURI;SERTÃO;ESTUPRO;13/10/2019;2019;FEMININO;2) 12-17;1
PAUDALHO;ZONA DA MATA;ESTUPRO;13/10/2019;2019;FEMININO;2) 12-17;1
PEDRA;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/10/2019;2019;FEMININO;2) 12-17;1
SAO JOAO;AGRESTE;ESTUPRO;13/10/2019;2019;FEMININO;6) 35-64;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;13/10/2019;2019;FEMININO;1) 00-11;1
SAO LOURENCO DA MATA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;13/10/2019;2019;FEMININO;2) 12-17;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO;14/10/2019;2019;FEMININO;6) 35-64;1
PASSIRA;AGRESTE;ESTUPRO DE VULNERÁVEL;14/10/2019;2019;FEMININO;(vazio);2
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;14/10/2019;2019;MASCULINO;2) 12-17;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/10/2019;2019;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;15/10/2019;2019;FEMININO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/10/2019;2019;FEMININO;1) 00-11;2
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;15/10/2019;2019;MASCULINO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;15/10/2019;2019;MASCULINO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;15/10/2019;2019;MASCULINO;6) 35-64;1
AFOGADOS DA INGAZEIRA;SERTÃO;ESTUPRO DE VULNERÁVEL;16/10/2019;2019;FEMININO;3) 18-24;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;16/10/2019;2019;FEMININO;1) 00-11;1
ITAMARACA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;16/10/2019;2019;FEMININO;2) 12-17;1
LAGOA DE ITAENGA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;16/10/2019;2019;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;16/10/2019;2019;FEMININO;2) 12-17;1
AGUA PRETA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;17/10/2019;2019;FEMININO;1) 00-11;1
CAMARAGIBE;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;17/10/2019;2019;FEMININO;2) 12-17;1
CARUARU;AGRESTE;ESTUPRO;17/10/2019;2019;FEMININO;3) 18-24;1
FEIRA NOVA;AGRESTE;ESTUPRO;17/10/2019;2019;FEMININO;4) 25-29;2
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;17/10/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;17/10/2019;2019;FEMININO;3) 18-24;1
SANTA CRUZ DO CAPIBARIBE;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;17/10/2019;2019;FEMININO;2) 12-17;1
TABIRA;SERTÃO;ESTUPRO DE VULNERÁVEL;17/10/2019;2019;FEMININO;2) 12-17;1
ITAPISSUMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;18/10/2019;2019;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;18/10/2019;2019;MASCULINO;1) 00-11;1
OURICURI;SERTÃO;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;18/10/2019;2019;FEMININO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;18/10/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO;18/10/2019;2019;MASCULINO;3) 18-24;1
AMARAJI;ZONA DA MATA;ESTUPRO;19/10/2019;2019;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;19/10/2019;2019;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;19/10/2019;2019;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;19/10/2019;2019;FEMININO;(vazio);1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;19/10/2019;2019;FEMININO;1) 00-11;3
RECIFE;RECIFE;ESTUPRO;19/10/2019;2019;FEMININO;3) 18-24;1
BREJO DA MADRE DE DEUS;AGRESTE;ESTUPRO DE VULNERÁVEL;20/10/2019;2019;MASCULINO;3) 18-24;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;20/10/2019;2019;FEMININO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;20/10/2019;2019;MASCULINO;1) 00-11;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/10/2019;2019;FEMININO;1) 00-11;1
CABROBO;SERTÃO;ESTUPRO DE VULNERÁVEL;20/10/2019;2019;FEMININO;6) 35-64;1
DORMENTES;SERTÃO;ESTUPRO DE VULNERÁVEL;20/10/2019;2019;MASCULINO;2) 12-17;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;20/10/2019;2019;FEMININO;2) 12-17;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO;20/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;20/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;20/10/2019;2019;FEMININO;3) 18-24;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;20/10/2019;2019;MASCULINO;4) 25-29;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;20/10/2019;2019;MASCULINO;1) 00-11;1
RIO FORMOSO;ZONA DA MATA;ESTUPRO;20/10/2019;2019;FEMININO;4) 25-29;1
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL;20/10/2019;2019;FEMININO;1) 00-11;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;20/10/2019;2019;MASCULINO;1) 00-11;1
ARACOIABA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;21/10/2019;2019;FEMININO;(vazio);1
CARUARU;AGRESTE;ESTUPRO;21/10/2019;2019;FEMININO;4) 25-29;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;21/10/2019;2019;FEMININO;1) 00-11;1
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;21/10/2019;2019;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;21/10/2019;2019;FEMININO;2) 12-17;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;21/10/2019;2019;FEMININO;1) 00-11;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;21/10/2019;2019;FEMININO;2) 12-17;1
ABREU E LIMA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;22/10/2019;2019;FEMININO;1) 00-11;1
ALIANCA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;22/10/2019;2019;FEMININO;2) 12-17;1
ARARIPINA;SERTÃO;ESTUPRO DE VULNERÁVEL;22/10/2019;2019;FEMININO;1) 00-11;1
ARARIPINA;SERTÃO;ESTUPRO DE VULNERÁVEL;22/10/2019;2019;FEMININO;2) 12-17;2
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;22/10/2019;2019;FEMININO;1) 00-11;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;22/10/2019;2019;MASCULINO;(vazio);1
QUIPAPA;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;22/10/2019;2019;FEMININO;1) 00-11;1
BARREIROS;ZONA DA MATA;ESTUPRO;23/10/2019;2019;FEMININO;(vazio);2
RECIFE;RECIFE;ESTUPRO;23/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;23/10/2019;2019;FEMININO;1) 00-11;1
SALGUEIRO;SERTÃO;ESTUPRO;23/10/2019;2019;FEMININO;6) 35-64;1
ARACOIABA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;24/10/2019;2019;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;24/10/2019;2019;FEMININO;3) 18-24;1
RIO FORMOSO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;24/10/2019;2019;FEMININO;2) 12-17;1
SANTA CRUZ DO CAPIBARIBE;AGRESTE;ESTUPRO DE VULNERÁVEL;24/10/2019;2019;FEMININO;1) 00-11;1
SAO BENTO DO UNA;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;24/10/2019;2019;MASCULINO;1) 00-11;2
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;24/10/2019;2019;FEMININO;1) 00-11;1
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;24/10/2019;2019;FEMININO;2) 12-17;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;25/10/2019;2019;FEMININO;2) 12-17;1
IGARASSU;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;25/10/2019;2019;FEMININO;2) 12-17;1
LAGOA DO CARRO;ZONA DA MATA;ESTUPRO;25/10/2019;2019;FEMININO;6) 35-64;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;25/10/2019;2019;FEMININO;1) 00-11;1
BUIQUE;AGRESTE;ESTUPRO;26/10/2019;2019;FEMININO;2) 12-17;1
GARANHUNS;AGRESTE;ESTUPRO DE VULNERÁVEL;26/10/2019;2019;FEMININO;1) 00-11;1
PAULISTA;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;26/10/2019;2019;FEMININO;2) 12-17;2
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;26/10/2019;2019;FEMININO;1) 00-11;1
POMBOS;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;26/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;26/10/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;26/10/2019;2019;FEMININO;1) 00-11;1
RECIFE;RECIFE;ESTUPRO DE VULNERÁVEL;26/10/2019;2019;FEMININO;2) 12-17;1
SAIRE;AGRESTE;ESTUPRO DE VULNERÁVEL;26/10/2019;2019;FEMININO;1) 00-11;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO;26/10/2019;2019;FEMININO;3) 18-24;1
VITORIA DE SANTO ANTAO;ZONA DA MATA;ESTUPRO;26/10/2019;2019;FEMININO;4) 25-29;1
AFOGADOS DA INGAZEIRA;SERTÃO;ESTUPRO;27/10/2019;2019;FEMININO;4) 25-29;1
BREJO DA MADRE DE DEUS;AGRESTE;ESTUPRO DE VULNERÁVEL;27/10/2019;2019;FEMININO;1) 00-11;1
CARUARU;AGRESTE;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;27/10/2019;2019;FEMININO;2) 12-17;2
IPOJUCA;REGIÃO METROPOLITANA;ESTUPRO;27/10/2019;2019;FEMININO;2) 12-17;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;27/10/2019;2019;FEMININO;4) 25-29;1
OLINDA;REGIÃO METROPOLITANA;ESTUPRO;27/10/2019;2019;FEMININO;2) 12-17;2
PALMARES;ZONA DA MATA;ESTUPRO DE VULNERÁVEL;27/10/2019;2019;FEMININO;2) 12-17;1
PETROLINA;SERTÃO;ESTUPRO DE VULNERÁVEL;27/10/2019;2019;FEMININO;2) 12-17;1
RECIFE;RECIFE;ESTUPRO;27/10/2019;2019;FEMININO;2) 12-17;1
SURUBIM;AGRESTE;ESTUPRO;27/10/2019;2019;FEMININO;3) 18-24;1
CABO DE SANTO AGOSTINHO;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;28/10/2019;2019;MASCULINO;1) 00-11;1
IPUBI;SERTÃO;ESTUPRO DE VULNERÁVEL;28/10/2019;2019;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO;28/10/2019;2019;FEMININO;3) 18-24;2
LAGOA DO CARRO;ZONA DA MATA;ESTUPRO DE VULNERÁVEL POR VIOLÊNCIA DOMÉSTICA/FAMILIAR;28/10/2019;2019;MASCULINO;1) 00-11;1
SURUBIM;AGRESTE;ESTUPRO DE VULNERÁVEL;28/10/2019;2019;FEMININO;2) 12-17;1
ARARIPINA;SERTÃO;ESTUPRO DE VULNERÁVEL;29/10/2019;2019;FEMININO;2) 12-17;1
BUIQUE;AGRESTE;ESTUPRO DE VULNERÁVEL;29/10/2019;2019;FEMININO;2) 12-17;1
IBIMIRIM;SERTÃO;ESTUPRO DE VULNERÁVEL;29/10/2019;2019;FEMININO;1) 00-11;1
JABOATAO DOS GUARARAPES;REGIÃO METROPOLITANA;ESTUPRO DE VULNERÁVEL;29/10/2019;2019;FEMININO;2) 12-17;1
